,Date Added,Album Title,Artist Name,Track,Popularity,Tempo,Danceability,Energy,Instrumentalness,Valence,Genre
31,2018-10-01,Simultaneously,P.Keys,Simultaneously,29,131.971,0.645,0.505,0.0,0.397,
32,2018-10-17,100 Faces,FRND,100 Faces,31,113.261,0.731,0.65,0.000121,0.814,indie electropop
33,2018-10-17,Erase,FRND,Erase,33,152.052,0.732,0.479,3.52e-06,0.794,indie electropop
34,2018-10-22,Soul Punk (Deluxe Edition),Patrick Stump,Allie,30,81.997,0.673,0.459,0.0,0.78,neon pop punk
35,2018-10-22,Truant Wave EP,Patrick Stump,Cute Girls (Feat. Om'mas Keith),20,110.05,0.629,0.907,0.0,0.417,neon pop punk
36,2018-10-22,Truant Wave EP,Patrick Stump,As Long As I Know I'm Getting Paid,23,120.027,0.644,0.972,2.77e-06,0.534,neon pop punk
37,2018-10-22,Truant Wave EP,Patrick Stump,"Love, Selfish Love",33,119.983,0.678,0.824,0.0,0.514,neon pop punk
38,2018-10-22,Soul Punk (Deluxe Edition),Patrick Stump,Run Dry (X Heart X Fingers),37,123.294,0.555,0.687,0.000353,0.806,neon pop punk
39,2018-11-25,Passion,Hikaru Utada,Passion - after the battle,44,109.002,0.468,0.632,0.00167,0.187,j-pop
40,2018-11-25,Chilly,NIKI,Chilly,2,103.241,0.734,0.271,5.27e-06,0.237,indie r&b
41,2018-11-25,DEEP RIVER,Hikaru Utada,光,0,88.006,0.558,0.887,2.56e-06,0.518,j-pop
42,2018-11-25,ANTI (Deluxe),Rihanna,Goodnight Gotham,23,82.134,0.418,0.672,2.14e-06,0.353,barbadian pop
43,2018-11-25,Partie Traumatic (Non EU),Black Kids,I'm Not Gonna Teach Your Boyfriend How To Dance With You,0,125.321,0.48,0.929,0.0,0.799,alternative dance
44,2019-01-04,SweetSexySavage (Deluxe),Kehlani,Undercover,57,145.025,0.721,0.593,0.0,0.721,alternative r&b
45,2019-04-17,Ctrl,SZA,Anything,59,151.582,0.665,0.488,0.000647,0.549,alternative r&b
46,2019-08-14,American Teen,Khalid,Location,84,80.126,0.736,0.449,0.000162,0.326,alternative r&b
47,2019-08-14,IGOR,"Tyler, The Creator",EARFQUAKE,86,79.635,0.554,0.498,5.98e-06,0.413,hip hop
48,2019-10-13,Head In The Clouds II,88rising,Strange Land,66,75.002,0.65,0.265,0.385,0.156,pop
49,2019-11-27,OBSESSION - The 6th Album,EXO,Day After Day,67,102.941,0.397,0.675,0.0,0.452,k-pop
